pergunta,resposta
Pergunta: Quais são os procedimentos necessários para o credenciamento e oferta de cursos na área de desporto de acordo com a legislação mencionada?,"
Resposta: De acordo com a portaria citada, os procedimentos para credenciamento e oferta de cursos na área de desporto incluem apresentar um projeto contendo informações sobre a sede, capacidade jurídica, equipes, corpo docente, recursos materiais e humanos, além de detalhes sobre o curso em si como carga horária estimada, material didático disponível e formas de atendimento aos alunos. O processo deve ser avaliado pelo Ministério da Educação (MEC) e renovado a cada cinco anos."
Qual a legislação que regulamenta o calendário acadêmico da graduação na Universidade Federal do Amazonas?,"
A legislação que regulamenta o calendário acadêmico da graduação na UFAM é aprovada por meio de resoluções e portarias específicas, como a Resolução nº X e Portaria nº Y. Esses documentos estabelecem o início e término das aulas, datas de provas finais, registro de conclusão do curso e outras atividades acadêmicas, podendo ser alterados conforme necessidade."
"Pergunta: Quais são os documentos necessários para o cadastramento na biblioteca da Universidade Federal do Amazonas, de acordo com a legislação apresentada?","
Resposta: De acordo com a legislação apresentada, os documentos necessários para cadastramento na biblioteca da Universidade Federal do Amazonas variam conforme a categoria do usuário. Alunos de pós-graduação devem apresentar documento oficial com foto e comprovante de matrícula. Alunos de pesquisa devem apresentar documento assinado pelo curso, além de documentos oficiais. Professores devem apresentar documento que comprove vínculo institucional e contato de trabalho."
Qual é a estrutura responsável pela supervisão e fiscalização das atividades acadêmicas na Universidade Federal do Amazonas?,"
A competência de supervisão e fiscalização das atividades acadêmicas na Universidade Federal do Amazonas está a cargo do Conselho de Ensino, Pesquisa e Extensão (CEPE), vinculado às câmaras setoriais correspondentes."
Pergunta: Qual decisão foi tomada pelo Conselho da Universidade Federal do Amazonas em relação ao Programa Especial de Treinamento (PET)?,"
Resposta: O Conselho da Universidade Federal do Amazonas decidiu extinguir o Programa Especial de Treinamento (PET), devido aos altos custos financeiros e resultados insatisfatórios, aprovando por unanimidade esta medida em apoio aos novos quadros dedicados egressos PET."
Pergunta: Qual é o órgão responsável por aprovar e regulamentar a aceleração de estudos na Universidade Federal do Amazonas?,"
Resposta: O Conselho de Ensino, Pesquisa e Extensão da Universidade Federal do Amazonas é o órgão responsável por aprovar e regulamentar a aceleração de estudos, conforme descrito na legislação apresentada."
Pergunta: Qual é o objetivo da formação continuada dos profissionais do magistério de acordo com a legislação citada?,"
Resposta: O objetivo da formação continuada dos profissionais do magistério é promover a reflexão sobre a prática educacional, buscando o aperfeiçoamento técnico, pedagógico, ético e político dos docentes, garantindo qualidade no exercício da docência e contribuindo para melhorias na educação."
Pergunta: Qual o objetivo da resolução mencionada no texto sobre trancamento de matrícula na Universidade Federal do Amazonas?,"
Resposta: O objetivo da resolução é regulamentar as modalidades de trancamento de matrícula, tanto total quanto por disciplinas, para os alunos da graduação na Universidade Federal do Amazonas, estabelecendo critérios e limites para essas ações."
"Pergunta: De acordo com o conteúdo fornecido, qual é a instância máxima responsável por decisões relacionadas ao ensino, pesquisa e extensão na Universidade Federal do Amazonas?","
Resposta: O Conselho de Ensino, Pesquisa e Extensão (CEPE) é a instância máxima responsável por decisões relacionadas ao ensino, pesquisa e extensão na Universidade Federal do Amazonas."
Pergunta: Qual é a lei que estabelece o domínio total da Universidade Federal do Amazonas sobre o seu ambiente virtual de aprendizagem?,"
Resposta: A lei que estabelece o domínio total da Universidade Federal do Amazonas sobre o seu ambiente virtual de aprendizagem é a Lei n° XXXX, de abril de XXXX. Essa legislação assegura à instituição o controle e gerenciamento pleno do sistema online utilizado para disponibilizar materiais educacionais aos alunos."
Pergunta: Qual é o órgão responsável por conferir reconhecimento aos diplomas dos cursos superiores registrados na Universidade Federal Santa Maria?,"
Resposta: O reconhecimento dos diplomas dos cursos superiores registrados na Universidade Federal Santa Maria é conferido pelo Conselho Profissional competente de acordo com a Resolução proveniente do Parecer citado no ofício."
Pergunta: Quais são os documentos necessários para ocupar uma vaga em um curso na Universidade Federal do Amazonas de acordo com a legislação vigente?,"
Resposta: Segundo a legislação da Universidade Federal do Amazonas, para ocupar uma vaga em um curso da instituição, é necessário apresentar documentos como diploma ou certificado de conclusão do ensino médio, CPF, e outros documentos relacionados registrados na Secretaria de Educação do Estado. Esses documentos devem ser acompanhados de forma adequada, conforme as normas estabelecidas."
Pergunta: Qual o prazo máximo para solicitar a revisão de exercícios escolares e provas finais de acordo com a resolução citada?,"
Resposta: O prazo máximo para solicitar a revisão de exercícios escolares e provas finais é de seis dias após a aplicação das provas finais, conforme estabelecido na resolução mencionada."
Pergunta: Qual é a principal língua abordada no decreto mencionado?,"
Resposta: A principal língua abordada no decreto mencionado é a Língua Brasileira de Sinais (Libras), utilizada para promover a inclusão e o acesso à educação de pessoas surdas, sendo regulamentada em diversos aspectos do ensino e da comunicação."
Pergunta: Qual foi a decisão tomada pelo Conselho Universitário da Universidade Federal do Amazonas em relação ao programa de educação à distância?,"
Resposta: O Conselho Universitário aprovou, por maioria de votos, o programa de educação à distância proposto pela faculdade, durante reunião ordinária realizada em junho, conforme Resolução nº anexa."
Pergunta: Qual é o objetivo do Programa de Mobilidade Estudantil da Universidade Federal do Amazonas?,"
Resposta: O Programa de Mobilidade Estudantil da Universidade Federal do Amazonas tem como objetivo permitir que alunos temporariamente matriculados em outras instituições federais de ensino superior possam cursar disciplinas em cursos de graduação da UFAM, mediante autorização e cumprimento dos procedimentos estabelecidos."
Pergunta: Qual foi a alteração promovida pelo decreto de abril em relação ao uso da internet na Universidade Federal do Amazonas?,"
Resposta: O Decreto de abril alterou o artigo referente à regulamentação do uso da internet na UFAM, conferindo à presidência da instituição a competência para definir as diretrizes e normas de uso, conforme o disposto na Lei de dezembro. Esse decreto entrou em vigor após a sua publicação no Diário Oficial da União."
"Pergunta: Qual o órgão responsável pela regulamentação da oferta de disciplinas em cada semestre na Universidade Federal do Amazonas, de acordo com a resolução mencionada?","
Resposta: De acordo com a resolução, o órgão responsável pela regulamentação da oferta de disciplinas em cada semestre na Universidade Federal do Amazonas é a Câmara de Ensino de Graduação (CEG), que integra o Conselho de Ensino, Pesquisa e Extensão (CEP) da instituição."
Pergunta: O que é necessário para um aluno da Universidade Federal do Amazonas poder solicitar a aceleração de estudos de acordo com a resolução mencionada?,"
Resposta: O aluno interessado em acelerar os estudos na Universidade Federal do Amazonas deve requerer o processo por meio de pedido protocolado na coordenação do curso, anexando documentos como histórico escolar atualizado e cópia do CPF, além de justificativa para a solicitação."
Pergunta: Qual é a lei que estabelece o Estatuto e o Regimento Geral da Universidade Federal do Amazonas?,"
Resposta: A lei que estabelece o Estatuto e o Regimento Geral da Universidade Federal do Amazonas é a Lei nº 4.448, de 3 de abril de 1964. Esta legislação é fundamental para regular as atividades e normas internas da instituição."
"Pergunta: Qual o objeto da Resolução nº X de junho, aprovada pelo Conselho Universitário da Universidade Federal do Amazonas?","
Resposta: A Resolução aprovou o programa de educação a distância proposto pela faculdade, no âmbito da universidade, durante reunião ordinária realizada em junho."
"Pergunta: Qual é o limite máximo de créditos que um aluno da Universidade Federal do Amazonas pode cursar, de acordo com a resolução mencionada?","
Resposta: Conforme a resolução mencionada, o limite máximo de créditos que um aluno da Universidade Federal do Amazonas pode cursar é de vinte e cinco cento no total."
Pergunta: O que é regulamentado pela Resolução mencionada no texto sobre a Universidade Federal do Amazonas?,"
Resposta: A Resolução regulamenta as atividades complementares relacionadas ao ensino, pesquisa e extensão nos cursos de graduação da Universidade Federal do Amazonas, estabelecendo modalidades e critérios para sua realização e validação."
Pergunta: O que a Resolução nº X da Universidade Federal do Amazonas regulamenta em relação à inclusão de disciplinas nos cursos de graduação presencial?,"
Resposta: A Resolução nº X da Universidade Federal do Amazonas estabelece normas para a inclusão de disciplinas nos cursos de graduação presencial, permitindo a oferta de disciplinas integrantes do currículo em modalidades diferentes, como presencial e virtual, desde que respeitadas as diretrizes pedagógicas e tecnológicas estabelecidas."
Pergunta: Qual é o objetivo da chamada pública nº da Universidade Federal do Amazonas em relação ao credenciamento de agentes integração?,"
Resposta: O objetivo da chamada pública nº da Universidade Federal do Amazonas é viabilizar a concessão de estágio obrigatório para os estudantes dos cursos de graduação dessa instituição, conforme determinações da Lei nº 11.788/2008 e orientações contidas na nota nº 006/2014, por meio do credenciamento de agentes integração."
Pergunta: Qual é a finalidade dos Núcleos Docentes Estruturantes criados pela Universidade Federal do Amazonas?,"
Resposta: A finalidade dos Núcleos Docentes Estruturantes é zelar pela observância e aplicação das diretrizes curriculares nacionais, consolidar o perfil do curso de graduação, propor formas de desenvolvimento de pesquisa e extensão, acompanhar a implantação e desenvolvimento do curso de forma articulada com as necessidades e o conhecimento da área."
Pergunta: Qual o objeto da chamada pública nº agosto da Universidade Federal do Amazonas?,"
Resposta: A chamada pública nº agosto da Universidade Federal do Amazonas refere-se ao credenciamento de agentes de integração para fornecer serviços auxiliares visando à concessão de estágios a estudantes de cursos de graduação."
Pergunta: Qual é o objetivo do Programa de Mobilidade Estudantil da Universidade Federal do Amazonas?,"
Resposta: O Programa de Mobilidade Estudantil da Universidade Federal do Amazonas tem como objetivo permitir temporariamente a realização de disciplinas de graduação em outra instituição federal de ensino superior, visando enriquecer a formação acadêmica dos estudantes participantes."
Pergunta: Quais são os órgãos responsáveis pelos serviços relacionados à graduação na Universidade Federal do Amazonas?,"
Resposta: Os órgãos responsáveis pelos serviços relacionados à graduação na Universidade Federal do Amazonas são: Câmara de Ensino de Graduação (CEG), Procuradoria Educacional Institucional (PAI), Departamento de Apoio ao Ensino, Departamento de Programas Acadêmicos, Departamento de Legislação e Normas, Departamento de Registro Acadêmico, Coordenação de Orientação Acadêmica (COA), Coordenação de Matrícula (CM), Coordenação de Registro e Controle (CRC), Coordenação de Registro de Diploma (CD), e Coordenação de Apoio ao Usuário do Sistema Acadêmico."
"Pergunta: Quais são as medidas que devem ser tomadas em caso de ausência de um docente nas atividades acadêmicas, de acordo com a legislação da Universidade Federal do Amazonas?","
Resposta: Em caso de ausência de um docente nas atividades acadêmicas, o coordenador do curso ou o chefe do departamento deve comunicar a ausência para a superioridade hierárquica e apenas o professor ausente poderá realizar substituições em sala de aula. Essas medidas devem ser tomadas comum acordo entre as partes envolvidas."
Pergunta: Qual é a finalidade do Programa de Trabalho Voluntário na Universidade Federal do Amazonas?,"
Resposta: A finalidade do Programa de Trabalho Voluntário na Universidade Federal do Amazonas é regulamentar as atividades voluntárias realizadas por pessoas físicas maiores e capazes, sem gerar vínculo trabalhista, previdenciário ou remunerado, dentro dos objetivos culturais e educacionais da universidade."
Pergunta: Qual o objetivo principal da resolução mencionada no conteúdo fornecido?,"
Resposta: O objetivo principal da resolução é proibir a inclusão de disciplinas em turmas por alunos graduados oficialmente matriculados, tornando nulos quaisquer trabalhos acadêmicos realizados nessas condições, visando garantir a regularidade dos processos de matrícula e manter a clareza das competências funcionais na universidade."
"Pergunta: De acordo com o decreto mencionado, quais são as disciplinas que devem ser inseridas nos cursos de nível superior para atender às pessoas surdas?","
Resposta: As disciplinas a serem inseridas nos cursos de nível superior para atender às pessoas surdas são Libras (Língua Brasileira de Sinais) e Libras como segunda língua. Além disso, é necessário incluir professores capacitados nessas áreas para garantir um ensino adequado."
Pergunta: Qual é a legislação que regulamenta a inclusão da Língua Brasileira de Sinais (Libras) no ensino superior e na formação de professores?,"
Resposta: A legislação que regulamenta a inclusão da Libras no ensino superior e na formação de professores é o Decreto n° 5.626, de 22 de dezembro de 2005, que dispõe sobre a inclusão da Libras como disciplina curricular nos cursos de formação de professores e estabelece diretrizes para o ensino da Libras em diferentes níveis educacionais."
Pergunta: Quais são os documentos necessários para o cadastramento na biblioteca da Universidade Federal do Amazonas?,"
Resposta: Para o cadastramento na biblioteca da UFAM, os membros da comunidade acadêmica devem apresentar documento oficial com foto e comprovante de vínculo com a instituição. Alunos de pós-graduação também precisam apresentar documentação específica de acordo com sua categoria."
Pergunta: Qual é a legislação que rege o uso de scanners na Universidade Federal do Amazonas?,"
Resposta: O uso de scanners na Universidade Federal do Amazonas é regulamentado pelo Regulamento de Uso dos Recursos Computacionais, que estabelece as diretrizes e normas para utilização de equipamentos eletrônicos, incluindo scanners, visando à segurança e proteção das informações institucionais. É importante seguir as orientações contidas neste documento para garantir o uso adequado desses dispositivos."
Pergunta: Qual é o benefício assegurado pela lei mencionada no conteúdo para estudantes em eventos culturais e esportivos?,"
Resposta: A lei assegura aos estudantes o acesso a salas de cinema, teatros, espetáculos musicais, circenses, eventos educativos, esportivos e de lazer em todo território nacional, com desconto de 50% no preço do ingresso efetivamente cobrado do público geral. Para ter direito ao benefício, os estudantes devem apresentar a carteira de identificação estudantil válida."
"Pergunta: Quais são os procedimentos estabelecidos pela Universidade Federal do Amazonas para processos administrativos relacionados a denúncias de supostas fraudes no uso de cotas para pretos, pardos e indígenas na graduação?","
Resposta: A UFAM estabelece que as denúncias devem ser formalmente respeitadas e encaminhadas ao departamento de registro acadêmico, o discente denunciado deve passar por um processo de verificação da autodeclaração por uma comissão composta por no mínimo três membros, sendo possível interposição de recurso em caso de decisão desfavorável."
"Pergunta: Quais são as modalidades de trancamento de matrícula previstas na resolução do Conselho de Ensino, Pesquisa e Extensão da Universidade Federal do Amazonas?","
Resposta: As modalidades de trancamento de matrícula são o trancamento total durante a realização do curso, não podendo exceder dois semestres letivos consecutivos, e o trancamento de disciplinas, limitado ao número correspondente aos primeiros períodos do respectivo curso."
"Pergunta: Qual é o benefício garantido pela lei mencionada para estudantes, idosos, pessoas com deficiência e jovens de baixa renda em relação ao acesso a eventos culturais e esportivos?","
Resposta: A lei assegura aos estudantes, idosos, pessoas com deficiência e jovens de baixa renda o direito de pagar metade do valor do ingresso em salas de cinema, teatros e eventos esportivos realizados em estabelecimentos públicos ou privados. Além disso, garante que haja uma porcentagem reservada desses ingressos disponíveis para esses grupos específicos."
"Pergunta: Qual é o objetivo da Lei nº X, de novembro de 2008, que proíbe uma mesma pessoa ocupar duas vagas simultaneamente em instituições públicas de ensino superior?","
Resposta: O objetivo da Lei é proibir que uma mesma pessoa ocupe duas vagas simultaneamente como estudante em cursos de graduação oferecidos por instituições públicas de ensino superior em todo território nacional, buscando evitar a duplicidade de matrículas e garantir a regularidade no processo educacional."
Pergunta: Quais são os principais objetivos da resolução mencionada em relação ao uso do nome social na Universidade Federal do Amazonas?,"
Resposta: A resolução tem como objetivo garantir o respeito, a dignidade e a igualdade de tratamento para pessoas transgêneros na comunidade acadêmica da Universidade Federal do Amazonas, permitindo o uso do nome social tanto para servidores quanto para discentes, e estabelecendo procedimentos para inclusão e retirada desse nome nos registros acadêmicos."
Pergunta: Qual é o objeto da chamada pública nº de agosto da Universidade Federal do Amazonas mencionada no texto?,"
Resposta: A chamada pública nº de agosto da Universidade Federal do Amazonas refere-se ao credenciamento de agentes integração para fornecer serviços auxiliares visando a concessão de estágio a estudantes dos cursos de graduação, com duração mínima de dois anos sem fins lucrativos."
Pergunta: Qual é o prazo máximo para a realização de pedido de revisão de prova final de acordo com a legislação da Universidade Federal do Amazonas?,"
Resposta: O prazo máximo para a realização do pedido de revisão de prova final é de seis dias após a divulgação das notas, conforme estabelecido na legislação da Universidade Federal do Amazonas."
Pergunta: Quais são os principais elementos que devem constar no plano de curso estabelecido pela portaria do Ministério da Educação para coordenar o curso de ensino na Universidade Federal do Amazonas?,"
Resposta: O plano de curso deve conter levantamento das necessidades acadêmicas, formas de atividades desenvolvidas, cronograma de atividades, indicadores de qualidade, formas de monitoramento e controle discente. Além disso, deve descrever o curso brevemente, apresentar resultados do exame e/ou visita in loco, planejamento baseado em docentes e infraestrutura, bem como indicadores de qualidade e metas a curto, médio e longo prazo."
Pergunta: O que são os Núcleos Docentes Estruturantes na Universidade Federal do Amazonas?,"
Resposta: Os Núcleos Docentes Estruturantes são instâncias consultivas compostas por professores próprios do curso de graduação, responsáveis por acompanhar e zelar pela aplicação das diretrizes curriculares nacionais, consolidar o perfil do curso, propor formas de desenvolvimento da pesquisa e extensão, além de contribuir na avaliação e atualização do projeto pedagógico da Universidade Federal do Amazonas."
Qual é a finalidade da Universidade Federal do Amazonas de acordo com o conteúdo fornecido?,"A finalidade da Universidade Federal do Amazonas é cultivar o saber em todos os campos do conhecimento, formar profissionais qualificados, promover pesquisa científica e extensão, manter-se comprometida com a realidade amazônica e colaborar para a formação integral e exercício da cidadania."
"Qual é o objetivo da ""Carta Serviço ao Usuário"" da Universidade Federal do Amazonas na área de ensino de graduação?","A Carta Serviço ao Usuário tem como objetivo informar os usuários sobre os serviços prestados pela instituição, formas de acesso a esses serviços e o compromisso com a qualidade no atendimento público."
Pergunta: Qual é o principal objetivo da resolução citada no conteúdo apresentado?,"
Resposta: O principal objetivo da resolução é proibir qualquer tipo de trote que atente contra a integridade física e moral dos ingressantes na Universidade Federal do Amazonas, visando garantir um ambiente acadêmico saudável e seguro para toda a comunidade universitária."
Pergunta: Qual a medida tomada pela Universidade Federal do Amazonas em relação ao controle do acervo bibliográfico e como isso impacta os discentes?,"
Resposta: A universidade estabeleceu a obrigatoriedade da apresentação do ""nada consta"" das bibliotecas setoriais para casos de requerimento de grau, transferência, trancamento de matrícula ou mudança de curso. Além disso, há a possibilidade de bloqueio de matrícula em casos de débito nas bibliotecas setoriais."
"Pergunta: Quais são os princípios fundamentais da formação inicial e continuada de nível superior dos profissionais do magistério na educação básica, de acordo com as diretrizes curriculares?","
Resposta: Os princípios fundamentais incluem uma sólida formação teórica interdisciplinar, o trabalho coletivo e compromisso social, a valorização profissional e a gestão democrática, além da avaliação e regulação dos cursos de formação."
Pergunta: Qual é o objetivo da legislação mencionada no texto sobre afinidade de cursos sequenciais na Universidade Federal do Amazonas?,"
Resposta: O objetivo da legislação é melhor disciplinar os cursos sequenciais oferecidos pela universidade, considerando a demanda crescente de alunos interessados em continuar seus estudos em áreas afins, viabilizando vagas para alunos transferidos ou removidos de outros cursos."
Pergunta: Qual é a finalidade da Resolução mencionada no conteúdo fornecido sobre a oferta de disciplinas em cada semestre na Universidade Federal do Amazonas?,"
Resposta: A finalidade da Resolução é regulamentar a oferta de disciplinas obrigatórias e optativas em cada semestre letivo, estabelecendo procedimentos para garantir uma melhor organização do processo de matrícula dos alunos e uma distribuição eficiente das disciplinas oferecidas."
"Pergunta: Qual é o prazo máximo para a realização do pedido de revisão da prova final, conforme o conteúdo fornecido?","
Resposta: O prazo máximo para a realização do pedido de revisão da prova final é de seis dias úteis após a data de recebimento da nota pelo discente."
Pergunta: Quais documentos são necessários para ocupar uma vaga em um curso na Universidade Federal do Amazonas?,"
Resposta: Para ocupar uma vaga em um curso na Universidade Federal do Amazonas, é necessário apresentar os seguintes documentos: diploma de conclusão do ensino médio, histórico escolar, CPF, foto recente e outros documentos exigidos pela Secretaria de Educação. Estes devem estar registrados e acompanhados de formulários específicos conforme determinado no regimento da instituição."
Pergunta: Qual o objetivo da carta de serviços do usuário da Universidade Federal do Amazonas?,"
Resposta: A carta de serviços tem como objetivo informar sobre os serviços prestados pela instituição, as formas de acesso a esses serviços e a qualidade do atendimento público oferecido. Ela visa facilitar o acesso dos usuários, principalmente alunos, às informações necessárias."
Pergunta: Quais são os principais objetivos do Programa de Educação Tutorial (PET) conforme descrito na legislação citada?,"
Resposta: Os principais objetivos do PET são desenvolver atividades acadêmicas de qualidade, contribuir para a formação acadêmica e profissional dos alunos, estimular o espírito crítico e a atuação profissional pautada na cidadania, formulando novas estratégias para o ensino superior no país."
"Pergunta: Quais são os procedimentos para o credenciamento e oferta de cursos profissionais de nível desportivo, conforme disposto na legislação da Universidade Federal do Amazonas?","
Resposta: Os procedimentos para o credenciamento e oferta de cursos profissionais de nível desportivo envolvem a apresentação do projeto que contemple a estrutura da instituição, equipes docentes, recursos disponíveis, plano curricular, modalidades oferecidas, entre outros requisitos. O processo deve ser analisado pela Secretaria de Ensino Superior e Secretaria Média antes de ser encaminhado ao Ministro do Desporto para avaliação. Após o parecer favorável, o credenciamento tem validade por cinco anos."
Qual é a legislação que regulamenta o calendário acadêmico da graduação na Universidade Federal do Amazonas?,"A legislação que regulamenta o calendário acadêmico da graduação na UFAM é estabelecida por meio de resoluções e portarias, como a Resolução nº X e Portaria nº Y. Esses documentos definem os dias letivos, semestres, início e término das atividades acadêmicas, bem como datas de provas finais, registros de conclusão dos cursos e outras questões relacionadas ao ensino superior na instituição."
Pergunta: Qual a decisão tomada pela Câmara de Ensino de Graduação da Universidade Federal do Amazonas em relação à inclusão de disciplinas em turmas de alunos graduados oficialmente matriculados?,"
Resposta: A Câmara de Ensino de Graduação da UFAM resolveu proibir a inclusão de disciplinas em turmas de alunos já graduados oficialmente matriculados, considerando nulo qualquer trabalho acadêmico realizado desrespeitando os procedimentos e formas de matrícula estabelecidos. Além disso, determinou que o aluno pode recorrer em casos de erro institucional, garantindo a frequência enquanto o recurso estiver pendente."
Pergunta: Quais são os princípios fundamentais que norteiam as diretrizes curriculares nacionais para a formação inicial e continuada de profissionais do magistério?,"
Resposta: Os princípios fundamentais que norteiam as diretrizes curriculares nacionais incluem sólida formação teórica, trabalho coletivo interdisciplinar, compromisso social, valorização profissional, gestão democrática, avaliação e regulação dos cursos de formação."
"Qual é o procedimento para solicitar matrícula em disciplinas durante cada semestre na Universidade Federal do Amazonas, de acordo com a resolução mencionada? ","
Os alunos devem efetuar a matrícula em disciplinas obrigatórias e optativas dentro dos prazos estabelecidos no calendário acadêmico, utilizando o portal do aluno. O processo envolve até três etapas de solicitação, considerando critérios como prioridade no currículo do curso e disponibilidade de vagas. Em caso de necessidade de correção na matrícula, os pedidos devem ser encaminhados à Câmara de Ensino Graduação dentro dos prazos especificados."
Pergunta: O que determina a Resolução n° CÉU da Universidade Federal do Amazonas em relação ao Exame Nacional de Desempenho dos Estudantes?,"
Resposta: A Resolução n° CÉU da Universidade Federal do Amazonas determina que o Exame Nacional de Desempenho dos Estudantes (ENADE) será uma disciplina obrigatória em todas as matrizes curriculares dos cursos de graduação, sendo obrigatório para os alunos inscritos e selecionados para participar, exceto em casos de dispensa irregular."
Qual o objetivo da Carta de Serviços ao Usuário da Universidade Federal do Amazonas? ,"
A Carta de Serviços ao Usuário da UFAM tem como objetivo informar os usuários sobre os serviços prestados, formas de acesso, compromissos e padrões de qualidade no atendimento público. Ela busca facilitar o diálogo com a comunidade acadêmica e demais interessados nos processos acadêmicos da instituição."
Pergunta: Qual a principal restrição imposta pela resolução da Câmara de Ensino de Graduação da Universidade Federal do Amazonas em relação à inclusão de disciplinas para alunos graduados oficialmente matriculados?,"
Resposta: A resolução proíbe a inclusão de disciplinas em turmas para alunos graduados oficialmente matriculados, considerando nulo qualquer trabalho acadêmico realizado fora dos procedimentos regulares de matrícula. Além disso, estabelece que caso haja erro institucional comprovado, o aluno poderá recorrer apenas quanto à frequência, sendo garantida a realização excepcional de segunda chamada para exercícios escolares feitos antes da data da matrícula."
"Qual é o procedimento estabelecido pela Portaria do Ministério da Educação para denúncias de supostas fraudes no uso de cotas para pretos, pardos e indígenas na graduação da Universidade Federal do Amazonas?","
De acordo com a portaria, o processo administrativo para verificar autodeclarações é realizado por uma comissão composta por no mínimo três membros indicados pela Pró-Reitoria de Ensino de Graduação, que avaliam o fenótipo do discente e emitem um parecer para homologação ou não da autodeclaração. Em caso de homologação, o discente pode interpor recurso uma única vez."
Qual é o objetivo da chamada pública nº X da Universidade Federal do Amazonas em relação ao credenciamento de entidades para concessão de estágio obrigatório aos alunos de graduação?,"
O objetivo da chamada pública é viabilizar o credenciamento de entidades públicas e privadas para conceder estágio obrigatório aos estudantes dos cursos de graduação da instituição de ensino, conforme a Lei nº X."
Qual é o prazo concedido pela Agência Nacional de Aviação Civil para a empresa VRG Linhas Aéreas S.A. comprovar o aumento do capital social conforme decisão publicada em setembro?,"
A empresa VRG Linhas Aéreas S.A. tem o prazo de doze meses, contados a partir da data de publicação da decisão, para comprovar perante a Agência Nacional de Aviação Civil o aumento do capital social conforme estabelecido na decisão."
Pergunta: Qual é o objetivo da chamada pública nº 08/2021 da Universidade Federal do Amazonas?,"
Resposta: O objetivo da chamada pública nº 08/2021 da UFAM é credenciar agentes de integração para fornecer serviços auxiliares junto a entidades visando a concessão de estágios a estudantes de cursos de graduação."
Pergunta: Quais são as principais responsabilidades do coordenador de curso e do chefe acadêmico no processo de oferta de disciplinas na Universidade Federal do Amazonas?,"
Resposta: O coordenador de curso é responsável por fazer a oferta de todas as disciplinas obrigatórias e optativas, sugerindo dias e horários, enquanto o chefe acadêmico analisa os pedidos de oferta, faz alocação dos professores e libera as disciplinas para matrícula, garantindo o cumprimento das normas internas vigentes. Ambos devem manter diálogo via sistema integrado de ensino para possíveis alterações em consenso."
Pergunta: O que regulamenta as atividades complementares nos cursos de graduação da Universidade Federal do Amazonas?,"
Resposta: As atividades complementares nos cursos de graduação da Universidade Federal do Amazonas são regulamentadas pela Resolução n° X, aprovada pela Câmara de Ensino de Graduação e inserida como parte integrante do Regimento Geral da instituição, abrangendo diversas modalidades como participação em eventos acadêmicos, estágios vinculados à matriz curricular, pesquisa científica e atividades de extensão."
Pergunta: Qual é a finalidade da Lei de Diretrizes e Bases da Educação Nacional?,"
Resposta: A finalidade da Lei de Diretrizes e Bases da Educação Nacional é estabelecer as diretrizes e bases para a educação no Brasil, garantindo princípios como igualdade, liberdade, qualidade de ensino, valorização dos profissionais da educação e gestão democrática do ensino público."
Pergunta: Qual decreto de abril alterou a regulamentação da Lei de dezembro que trata do uso de incentivos fiscais para promover o esporte no Brasil?,"
Resposta: O Decreto n° de abril altera a regulamentação da Lei n° de dezembro, que dispõe sobre incentivos fiscais para promover o esporte no Brasil, conforme estabelecido no art. IV do referido Decreto."
Qual é a documentação necessária para o cadastramento de membros da comunidade na biblioteca setorial da Universidade Federal do Amazonas? ,"
Para o cadastramento na biblioteca setorial da UFAM, os membros da comunidade devem apresentar documento oficial com foto, comprovante de vínculo com a instituição e outros documentos específicos dependendo da categoria, como declaração do curso ou documento que comprove atividade profissional."
Pergunta: Quais são as principais diretrizes estabelecidas no decreto em relação ao ensino de Libras (Língua Brasileira de Sinais) na Universidade Federal do Amazonas?,"
Resposta: O decreto estabelece a inserção da disciplina de Libras nos cursos de ensino públicos e privados, a formação de professores e instrutores de Libras, a inclusão progressiva da língua em diferentes níveis e modalidades de ensino, além de garantir acesso a intérpretes e recursos tecnológicos para alunos surdos."
Pergunta: O que é necessário para um estudante regularmente matriculado na Universidade Federal do Amazonas poder solicitar a aceleração de estudos de acordo com a resolução mencionada?,"
Resposta: Para solicitar a aceleração de estudos na Universidade Federal do Amazonas, o estudante deve comprovar extraordinário aproveitamento por meio de exames perante uma banca especial, seguindo os procedimentos descritos no regulamento e requerendo o processo via pedido protocolado na coordenação do curso."
"Pergunta: Qual é a importância do reconhecimento de diplomas pela Universidade Federal Santa Maria, de acordo com o conteúdo fornecido?","
Resposta: O reconhecimento dos diplomas pela Universidade Federal Santa Maria é essencial para garantir a validade nacional dos cursos superiores registrados e conferir aos formandos os títulos correspondentes às áreas de estudo, conforme estabelecido pelo artigo mencionado na legislação."
Pergunta: Quais são os prazos estabelecidos para a entrega dos exercícios escolares e provas finais conforme a resolução da Câmara de Ensino de Graduação da Universidade Federal do Amazonas?,"
Resposta: Conforme a resolução, os exercícios escolares e provas finais devem ser entregues pelo docente até 30 dias após a aplicação das provas finais, visando garantir o lançamento das notas no portal em conformidade com o calendário acadêmico."
Pergunta: Quais são os principais departamentos responsáveis pelos serviços oferecidos na Universidade Federal do Amazonas para a área de ensino de graduação?,"
Resposta: Os principais departamentos responsáveis pelos serviços oferecidos na Universidade Federal do Amazonas para a área de ensino de graduação são o Departamento Apoio Ensino (DAE), o Departamento Programas Acadêmicos (DPA), o Departamento Legislação Normas e o Departamento Registro Acadêmico (DRA)."
